stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
11_50 Penal Paso Texas_0083,,Stop 83 - 11_50 Penal Paso Texas,20.947238141556912,-89.62193530238535,0,,0
11_50 Penal Paso Texas_0084,,Stop 84 - 11_50 Penal Paso Texas,20.949024419662173,-89.62186560408789,0,,0
11_50 Penal Paso Texas_0085,,Stop 85 - 11_50 Penal Paso Texas,20.950800688016326,-89.6215254649526,0,,0
11_50 Penal Paso Texas_0086,,Stop 86 - 11_50 Penal Paso Texas,20.952561332257044,-89.62109982939465,0,,0
11_50 Penal Paso Texas_0087,,Stop 87 - 11_50 Penal Paso Texas,20.95432618741338,-89.62069439009113,0,,0
11_50 Penal Paso Texas_0088,,Stop 88 - 11_50 Penal Paso Texas,20.956088486736178,-89.62027657886806,0,,0
11_50 Penal Paso Texas_0089,,Stop 89 - 11_50 Penal Paso Texas,20.957854458689912,-89.61987714419897,0,,0
11_50 Penal Paso Texas_0090,,Stop 90 - 11_50 Penal Paso Texas,20.959271197761804,-89.62011467700147,0,,0
11_50 Penal Paso Texas_0091,,Stop 91 - 11_50 Penal Paso Texas,20.95984567279651,-89.62183960294166,0,,0
11_50 Penal Paso Texas_0092,,Stop 92 - 11_50 Penal Paso Texas,20.961616002190222,-89.62146217232494,0,,0
13_50 Sur Villa Magna_0000,,Stop 0 - 13_50 Sur Villa Magna,20.963459999999994,-89.62335,0,,0
13_50 Sur Villa Magna_0001,,Stop 1 - 13_50 Sur Villa Magna,20.962363069339133,-89.62271142516137,0,,0
13_50 Sur Villa Magna_0002,,Stop 2 - 13_50 Sur Villa Magna,20.961068758907086,-89.62221569051174,0,,0
13_50 Sur Villa Magna_0003,,Stop 3 - 13_50 Sur Villa Magna,20.960582843256343,-89.62036454995166,0,,0
13_50 Sur Villa Magna_0004,,Stop 4 - 13_50 Sur Villa Magna,20.96001796557266,-89.61853892436375,0,,0
13_50 Sur Villa Magna_0005,,Stop 5 - 13_50 Sur Villa Magna,20.958480007766507,-89.61850565291167,0,,0
13_50 Sur Villa Magna_0006,,Stop 6 - 13_50 Sur Villa Magna,20.956712506108666,-89.61889779434793,0,,0
13_50 Sur Villa Magna_0007,,Stop 7 - 13_50 Sur Villa Magna,20.954947856381956,-89.61930426145105,0,,0
13_50 Sur Villa Magna_0008,,Stop 8 - 13_50 Sur Villa Magna,20.95318199326903,-89.61970421200904,0,,0
13_50 Sur Villa Magna_0009,,Stop 9 - 13_50 Sur Villa Magna,20.951405234638155,-89.62004569306046,0,,0
