stop_id,stop_name,stop_lon,stop_lat
shape_631-1-1,stop shape_631-1-1,-103.404830,20.646179
shape_633-1-0,stop shape_633-1-0,-103.241697,20.632217
shape_633-1-1,stop shape_633-1-1,-103.241707,20.632196
shape_634-1-0,stop shape_634-1-0,-103.366089,20.503074
shape_634-1-1,stop shape_634-1-1,-103.366073,20.503110
shape_636-1-0,stop shape_636-1-0,-103.362311,20.675595
shape_637-1-0,stop shape_637-1-0,-103.448048,20.642306
shape_637-1-1,stop shape_637-1-1,-103.448065,20.642316
shape_639-1-0,stop shape_639-1-0,-103.329727,20.586373
shape_639-1-1,stop shape_639-1-1,-103.329722,20.586391
shape_640-1-0,stop shape_640-1-0,-103.310901,20.595814
shape_640-1-1,stop shape_640-1-1,-103.310938,20.595757
shape_641-1-0,stop shape_641-1-0,-103.283390,20.610505
shape_641-1-1,stop shape_641-1-1,-103.283403,20.610529
shape_642-1-0,stop shape_642-1-0,-103.310901,20.595814
shape_642-1-1,stop shape_642-1-1,-103.310938,20.595757
shape_643-1-0,stop shape_643-1-0,-103.433450,20.754355
shape_643-1-1,stop shape_643-1-1,-103.433441,20.754314
shape_644-1-0,stop shape_644-1-0,-103.286658,20.623397
shape_644-1-1,stop shape_644-1-1,-103.286694,20.623482
shape_645-1-0,stop shape_645-1-0,-103.445376,20.849222
shape_645-1-1,stop shape_645-1-1,-103.445387,20.849221
shape_646-1-0,stop shape_646-1-0,-103.242038,20.630106
shape_646-1-1,stop shape_646-1-1,-103.241989,20.630114
shape_647-1-0,stop shape_647-1-0,-103.245766,20.626563
shape_647-1-1,stop shape_647-1-1,-103.245766,20.626522
shape_648-1-0,stop shape_648-1-0,-103.470382,20.800993
shape_648-1-1,stop shape_648-1-1,-103.470410,20.800975
shape_649-1-0,stop shape_649-1-0,-103.453060,20.655605
shape_649-1-1,stop shape_649-1-1,-103.452977,20.655589
shape_650-1-0,stop shape_650-1-0,-103.347218,20.703774
shape_650-1-1,stop shape_650-1-1,-103.347218,20.703765
shape_652-1-0,stop shape_652-1-0,-103.312461,20.595516
shape_653-1-0,stop shape_653-1-0,-103.350930,20.607021
shape_653-1-1,stop shape_653-1-1,-103.350917,20.606961
shape_654-1-0,stop shape_654-1-0,-103.312461,20.595516
shape_655-1-0,stop shape_655-1-0,-103.419721,20.768216
shape_655-1-1,stop shape_655-1-1,-103.419760,20.768185
shape_656-1-0,stop shape_656-1-0,-103.437772,20.763023
shape_656-1-1,stop shape_656-1-1,-103.437816,20.763012
shape_657-1-0,stop shape_657-1-0,-103.354678,20.715485
shape_657-1-1,stop shape_657-1-1,-103.354675,20.715522
shape_658-1-0,stop shape_658-1-0,-103.336907,20.725558
shape_658-1-1,stop shape_658-1-1,-103.336923,20.725600
shape_659-1-0,stop shape_659-1-0,-103.354666,20.715413
shape_659-1-1,stop shape_659-1-1,-103.354642,20.715368
shape_660-1-0,stop shape_660-1-0,-103.353663,20.719851
shape_660-1-1,stop shape_660-1-1,-103.353712,20.719826
shape_661-1-0,stop shape_661-1-0,-103.354720,20.715516
