stop_id,stop_name,stop_lon,stop_lat
Route_1_0000,Route_1_0000,-97.85418,22.21563
Route_1_0001,Route_1_0001,-97.85503858166292,22.214009959312445
Route_1_0002,Route_1_0002,-97.85577793569621,22.212443587389888
Route_1_0003,Route_1_0003,-97.85441209301689,22.21309385437764
Route_1_0004,Route_1_0004,-97.85354418507252,22.21470957796485
Route_1_0005,Route_1_0005,-97.85266257417814,22.216318831253624
Route_1_0006,Route_1_0006,-97.85313401940243,22.217432946976086
Route_1_0007,Route_1_0007,-97.8522621310563,22.219045801153822
Route_1_0008,Route_1_0008,-97.85142576800705,22.220675898261312
Route_1_0009,Route_1_0009,-97.8505536434399,22.22228958075406
Route_1_0010,Route_1_0010,-97.84967395413815,22.223899793841486
Route_1_0011,Route_1_0011,-97.84879764454406,22.22551159298569
Route_1_0012,Route_1_0012,-97.84793401809999,22.22712933377274
Route_1_0013,Route_1_0013,-97.84707037114643,22.228747068813178
Route_1_0014,Route_1_0014,-97.84665162514987,22.23047497419843
Route_1_0015,Route_1_0015,-97.8474679498852,22.232078795835488
Route_1_0016,Route_1_0016,-97.84839486439478,22.23366112122053
Route_1_0017,Route_1_0017,-97.84899859908647,22.235376576163894
Route_1_0018,Route_1_0018,-97.84975979699945,22.237037961778302
Route_1_0019,Route_1_0019,-97.85154918565897,22.23771873752838
Route_1_0020,Route_1_0020,-97.85313729447785,22.238662634143697
Route_1_0021,Route_1_0021,-97.85382404701541,22.240330921666526
Route_1_0022,Route_1_0022,-97.85475280928232,22.241911711601563
Route_1_0023,Route_1_0023,-97.8553093543793,22.24357586974359
Route_1_0024,Route_1_0024,-97.85528391198008,22.245382263270326
Route_1_0025,Route_1_0025,-97.8550648212943,22.24717560787514
Route_1_0026,Route_1_0026,-97.85471644445036,22.248897832302802
Route_1_0027,Route_1_0027,-97.85473997669442,22.2506718683743
Route_1_0028,Route_1_0028,-97.85403114198849,22.25235234818228
Route_1_0029,Route_1_0029,-97.85335922471161,22.254047019278353
Route_1_0030,Route_1_0030,-97.85265413801034,22.25573012234748
Route_1_0031,Route_1_0031,-97.85203033518087,22.257440794283283
Route_1_0032,Route_1_0032,-97.85140426700978,22.2591507596879
Route_1_0033,Route_1_0033,-97.85077529731431,22.260859806212913
Route_1_0034,Route_1_0034,-97.8501463114449,22.262568849301967
Route_1_0035,Route_1_0035,-97.84951780305437,22.26427804615983
Route_1_0036,Route_1_0036,-97.84889024477722,22.265987547299847
Route_1_0037,Route_1_0037,-97.8482626703499,22.26769704501442
Route_1_0038,Route_1_0038,-97.84763507977024,22.269406539302917
Route_1_0039,Route_1_0039,-97.84863673155164,22.270766956989988
Route_1_0040,Route_1_0040,-97.85000423325633,22.27204898485123
Route_1_0041,Route_1_0041,-97.8516095611053,22.27295625090401
Route_1_0042,Route_1_0042,-97.85347606305933,22.273451940927814
Route_1_0043,Route_1_0043,-97.85485297046772,22.27467047386791
Route_1_0044,Route_1_0044,-97.8558769368228,22.276204055181513
Route_1_0045,Route_1_0045,-97.85736107707494,22.277279314099765
Route_1_0046,Route_1_0046,-97.8590612033436,22.278145915519442
Route_1_0047,Route_1_0047,-97.86052406232294,22.279333350823322
Route_1_0048,Route_1_0048,-97.86198694616392,22.280520773812455
Route_1_0049,Route_1_0049,-97.86332398553984,22.281814054318016
Route_1_0050,Route_1_0050,-97.86444583307701,22.28328834586264
Route_1_0051,Route_1_0051,-97.8656875802813,22.284662032660172
Route_1_0052,Route_1_0052,-97.86714829162224,22.28585181288415
Route_1_0053,Route_1_0053,-97.86858913186362,22.28705074714055
Route_1_0054,Route_1_0054,-97.86970523349059,22.288528840889708
Route_1_0055,Route_1_0055,-97.87094138187796,22.289721724029146
Route_1_0056,Route_1_0056,-97.87253010796995,22.290418075515603
Route_1_0057,Route_1_0057,-97.8736790172268,22.29186398645882
Route_1_0058,Route_1_0058,-97.87465764192014,22.29342418950414
Route_1_0059,Route_1_0059,-97.87563628780023,22.294984387254033
Route_1_0060,Route_1_0060,-97.87661495486967,22.296544579707113
Route_1_0061,Route_1_0061,-97.877588874148,22.2981073416196
Route_1_0062,Route_1_0062,-97.87855867022772,22.299672335794003
Route_1_0063,Route_1_0063,-97.87952848736269,22.301237324767254
Route_1_0064,Route_1_0064,-97.88049832555545,22.302802308537974
Route_1_0065,Route_1_0065,-97.8813898060131,22.304402734015977
Route_1_0066,Route_1_0066,-97.88164131986844,22.306170917353164
Route_1_0067,Route_1_0067,-97.88127430263673,22.30792355508288
Route_1_0068,Route_1_0068,-97.88070651148149,22.309651123485448
Route_1_0069,Route_1_0069,-97.88013870543533,22.311378688963302
Route_1_0070,Route_1_0070,-97.87957088449622,22.31310625151589
Route_1_0071,Route_1_0071,-97.87900304866217,22.314833811142705
Route_1_0072,Route_1_0072,-97.8789727390901,22.315814552775134
Route_1_0073,Route_1_0073,-97.87950912480805,22.314078312478483
Route_1_0074,Route_1_0074,-97.88004549631773,22.31234206949569
Route_1_0075,Route_1_0075,-97.88058185362108,22.31060582382724
Route_1_0076,Route_1_0076,-97.88111819672001,22.30886957547361
Route_1_0077,Route_1_0077,-97.88165452561645,22.307133324435277
Route_1_0078,Route_1_0078,-97.88179525552948,22.305347226635327
Route_1_0079,Route_1_0079,-97.88323598997574,22.304789040946325
Route_1_0080,Route_1_0080,-97.88517199796847,22.304653848341
