stop_code,stop_lat,stop_lon,stop_id,stop_name,zone_id,parent_station,stop_desc,location_type
1350,22.281069598004226,-97.87300098088741,stop_left_1351,Stop 1351,merged_cluster,,,0
1351,22.434405258387645,-97.97214691043881,stop_left_1352,Stop 1352,merged_cluster,,,0
1352,22.432183306920212,-97.97258045296887,stop_left_1353,Stop 1353,merged_cluster,,,0
1353,22.429961353169496,-97.97301398020728,stop_left_1354,Stop 1354,merged_cluster,,,0
1354,22.42773939713592,-97.97344749215658,stop_left_1355,Stop 1355,merged_cluster,,,0
1355,22.425517438819906,-97.97388098881945,stop_left_1356,Stop 1356,merged_cluster,,,0
1356,22.4232954782219,-97.97431447019848,stop_left_1357,Stop 1357,merged_cluster,,,0
1357,22.24843112176203,-97.83498926497279,stop_left_1358,Stop 1358,merged_cluster,,,0
1358,22.255813160006305,-97.8335144057475,stop_left_1359,Stop 1359,merged_cluster,,,0
1359,22.268833100454554,-97.84103474966348,stop_left_1360,Stop 1360,merged_cluster,,,0
1360,22.273269340319185,-97.84476487762315,stop_left_1361,Stop 1361,merged_cluster,,,0
1361,22.389336359248077,-97.92081706274881,stop_left_1362,Stop 1362,merged_cluster,,,0
1362,22.39131490491696,-97.92158330804224,stop_left_1363,Stop 1363,merged_cluster,,,0
1363,22.39346330162295,-97.92144681713914,stop_left_1364,Stop 1364,merged_cluster,,,0
1364,22.39498272019905,-97.92232146755724,stop_left_1365,Stop 1365,merged_cluster,,,0
1365,22.401118042717435,-97.92649353540229,stop_left_1366,Stop 1366,merged_cluster,,,0
1366,22.40292946248903,-97.92794085340458,stop_left_1367,Stop 1367,merged_cluster,,,0
1367,22.406475878269006,-97.93094336429732,stop_left_1368,Stop 1368,merged_cluster,,,0
1368,22.40774573360453,-97.932260293583,stop_left_1369,Stop 1369,merged_cluster,,,0
1369,22.413429619764177,-97.93714369981977,stop_left_1370,Stop 1370,merged_cluster,,,0
1370,22.41516802079732,-97.93869387939561,stop_left_1371,Stop 1371,merged_cluster,,,0
1371,22.416906408086483,-97.94024409725839,stop_left_1372,Stop 1372,merged_cluster,,,0
1372,22.274892455556078,-97.84280367903486,stop_left_1373,Stop 1373,merged_cluster,,,0
1373,22.54324372145971,-98.06828889661497,stop_left_1374,Stop 1374,merged_cluster,,,0
1374,22.541872657881747,-98.06849353197592,stop_left_1375,Stop 1375,merged_cluster,,,0
1375,22.539635816936862,-98.06882737721641,stop_left_1376,Stop 1376,merged_cluster,,,0
1376,22.537398974322418,-98.06916121031402,stop_left_1377,Stop 1377,merged_cluster,,,0
1377,22.534250865196842,-98.06953187996027,stop_left_1378,Stop 1378,merged_cluster,,,0
1378,22.532925284086062,-98.06982884008897,stop_left_1379,Stop 1379,merged_cluster,,,0
1379,22.529778169892875,-98.07020719145468,stop_left_1380,Stop 1380,merged_cluster,,,0
1380,22.528451587174917,-98.07049642131727,stop_left_1381,Stop 1381,merged_cluster,,,0
1381,22.525305467835793,-98.07088245393125,stop_left_1382,Stop 1382,merged_cluster,,,0
1382,22.5239778835912,-98.07116395401547,stop_left_1383,Stop 1383,merged_cluster,,,0
1383,22.52173851515378,-98.07147941213324,stop_left_1384,Stop 1384,merged_cluster,,,0
