shape_id,shape_pt_sequence,shape_pt_lon,shape_pt_lat
shape_41-1,62,-97.840470,22.262700
shape_41-1,63,-97.845480,22.267790
shape_41-1,64,-97.851060,22.272820
shape_41-1,65,-97.853960,22.273510
shape_41-1,66,-97.854820,22.274780
shape_41-1,67,-97.856080,22.276550
shape_41-1,68,-97.858760,22.277940
shape_41-1,69,-97.860550,22.279090
shape_41-1,70,-97.866360,22.285250
shape_41-1,71,-97.868470,22.286720
shape_41-1,72,-97.870890,22.288680
shape_41-1,73,-97.872280,22.289270
shape_41-1,74,-97.872830,22.289600
shape_41-1,75,-97.873060,22.290000
shape_41-1,76,-97.873020,22.290220
shape_41-1,77,-97.872670,22.290310
shape_41-1,78,-97.872250,22.289890
shape_41-1,79,-97.872170,22.289420
shape_41-1,80,-97.873200,22.287660
shape_41-1,81,-97.873630,22.285620
shape_41-1,82,-97.881700,22.287370
shape_41-1,83,-97.886140,22.286480
shape_41-1,84,-97.885780,22.285380
shape_41-1,85,-97.887080,22.284980
shape_41-1,86,-97.886560,22.283390
shape_41-1,87,-97.887670,22.283040
shape_41-1,88,-97.887080,22.282020
shape_41-1,89,-97.887580,22.281950
shape_41-1,90,-97.890300,22.282210
shape_41-1,91,-97.890100,22.283610
shape_41-1,92,-97.890920,22.287300
shape_34-1,0,-97.842740,22.299640
shape_34-1,1,-97.842460,22.294830
shape_34-1,2,-97.838050,22.296090
shape_34-1,3,-97.837150,22.293360
shape_34-1,4,-97.836710,22.291990
shape_34-1,5,-97.836440,22.290650
shape_34-1,6,-97.836320,22.288700
shape_34-1,7,-97.835290,22.288790
shape_34-1,8,-97.834890,22.288420
shape_34-1,9,-97.834550,22.277050
shape_34-1,10,-97.838890,22.276920
shape_34-1,11,-97.833650,22.260920
shape_34-1,12,-97.833730,22.260810
shape_34-1,13,-97.831950,22.258990
shape_34-1,14,-97.832620,22.258430
shape_34-1,15,-97.829610,22.255400
shape_34-1,16,-97.835450,22.250380
shape_34-1,17,-97.835750,22.251120
shape_34-1,18,-97.836050,22.251010
shape_34-1,19,-97.836700,22.250500
shape_34-1,20,-97.837330,22.249780
shape_34-1,21,-97.837810,22.249070
shape_34-1,22,-97.841840,22.242720
shape_34-1,23,-97.841010,22.242290
shape_34-1,24,-97.843120,22.238880
shape_34-1,25,-97.842260,22.238450
shape_34-1,26,-97.842670,22.237720
shape_34-1,27,-97.843570,22.235290
shape_34-1,28,-97.845990,22.228790
shape_34-1,29,-97.850110,22.217750
shape_34-1,30,-97.848270,22.216960
shape_34-1,31,-97.850340,22.212930
shape_34-1,32,-97.857120,22.215980
shape_34-1,33,-97.856670,22.216740
shape_34-1,34,-97.851620,22.214470
shape_34-1,35,-97.850110,22.217750
shape_34-1,36,-97.850110,22.217750
shape_34-1,37,-97.851620,22.214470
shape_34-1,38,-97.856670,22.216740
shape_34-1,39,-97.857120,22.215980
shape_34-1,40,-97.850340,22.212930
shape_34-1,41,-97.848270,22.216960
shape_34-1,42,-97.850110,22.217750
shape_34-1,43,-97.845990,22.228790
shape_34-1,44,-97.843570,22.235290
shape_34-1,45,-97.842670,22.237720
shape_34-1,46,-97.842260,22.238450
shape_34-1,47,-97.843120,22.238880
shape_34-1,48,-97.841010,22.242290
shape_34-1,49,-97.838820,22.245880
shape_34-1,50,-97.837960,22.245370
shape_34-1,51,-97.835760,22.248920
shape_34-1,52,-97.835170,22.249460
shape_34-1,53,-97.835030,22.249550
shape_34-1,54,-97.835200,22.249850
shape_34-1,55,-97.835450,22.250380
shape_34-1,56,-97.829610,22.255400
shape_34-1,57,-97.832620,22.258430
shape_34-1,58,-97.831950,22.258990
shape_34-1,59,-97.833730,22.260810
shape_34-1,60,-97.834370,22.261400
shape_34-1,61,-97.833360,22.262210
shape_34-1,62,-97.837370,22.274840
shape_34-1,63,-97.837930,22.276350
shape_34-1,64,-97.838660,22.276230
shape_34-1,65,-97.838870,22.276870
shape_34-1,66,-97.834550,22.277050
shape_34-1,67,-97.834890,22.288420
shape_34-1,68,-97.835290,22.288790
shape_34-1,69,-97.836320,22.288700
shape_34-1,70,-97.836440,22.290650
shape_34-1,71,-97.836710,22.291990
shape_34-1,72,-97.837150,22.293360
shape_34-1,73,-97.838050,22.296090
shape_34-1,74,-97.842460,22.294830
shape_49-1,0,-97.899670,22.298700
shape_49-1,1,-97.899020,22.299300
shape_49-1,2,-97.899670,22.299940
shape_49-1,3,-97.900340,22.299350
shape_49-1,4,-97.899010,22.298050
shape_49-1,5,-97.896790,22.300640
shape_49-1,6,-97.896140,22.301270
shape_49-1,7,-97.893870,22.299600
shape_49-1,8,-97.891190,22.297910
shape_49-1,9,-97.887070,22.295710
shape_49-1,10,-97.885460,22.295330
shape_49-1,11,-97.881830,22.295050
shape_49-1,12,-97.880140,22.294420
shape_49-1,13,-97.878660,22.293410
shape_49-1,14,-97.873290,22.290430
shape_49-1,15,-97.872930,22.288240
shape_49-1,16,-97.874020,22.285010
shape_49-1,17,-97.872930,22.282190
shape_49-1,18,-97.873140,22.278100
shape_49-1,19,-97.874660,22.272780
shape_49-1,20,-97.873740,22.270020
shape_49-1,21,-97.874000,22.266520
shape_49-1,22,-97.875120,22.264100
shape_49-1,23,-97.876250,22.259110
shape_49-1,24,-97.876620,22.257350
shape_49-1,25,-97.876510,22.255160
shape_49-1,26,-97.874370,22.248690
shape_49-1,27,-97.872650,22.245650
shape_49-1,28,-97.869560,22.238580
shape_49-1,29,-97.867970,22.235220
shape_49-1,30,-97.864600,22.226420
shape_49-1,31,-97.863400,22.223260
shape_49-1,32,-97.863270,22.221540
shape_49-1,33,-97.855800,22.218390
shape_49-1,34,-97.854950,22.219980
shape_49-1,35,-97.855430,22.219120
shape_49-1,36,-97.863340,22.222630
shape_49-1,37,-97.863340,22.222630
shape_49-1,38,-97.855430,22.219120
shape_49-1,39,-97.854950,22.219980
shape_49-1,40,-97.855800,22.218390
shape_49-1,41,-97.863270,22.221540
shape_49-1,42,-97.863400,22.223260
shape_49-1,43,-97.864600,22.226420
shape_49-1,44,-97.867970,22.235220
shape_49-1,45,-97.869560,22.238580
shape_49-1,46,-97.872650,22.245650
shape_49-1,47,-97.874370,22.248690
shape_49-1,48,-97.876510,22.255160
shape_49-1,49,-97.876620,22.257350
shape_49-1,50,-97.876250,22.259110
shape_49-1,51,-97.875120,22.264100
shape_49-1,52,-97.874000,22.266520
shape_49-1,53,-97.873740,22.270020
shape_49-1,54,-97.874660,22.272780
shape_49-1,55,-97.873140,22.278100
shape_49-1,56,-97.872930,22.282190
shape_49-1,57,-97.874020,22.285010
shape_49-1,58,-97.872930,22.288240
shape_49-1,59,-97.872030,22.289730
shape_49-1,60,-97.873210,22.291120
shape_49-1,61,-97.875310,22.294420
shape_49-1,62,-97.876620,22.296260
shape_49-1,63,-97.880030,22.294400
shape_49-1,64,-97.881830,22.295050
shape_49-1,65,-97.885460,22.295330
shape_49-1,66,-97.887070,22.295710
shape_49-1,67,-97.891190,22.297910
shape_49-1,68,-97.893870,22.299600
shape_49-1,69,-97.896140,22.301270
shape_49-1,70,-97.896790,22.300640
shape_49-1,71,-97.899030,22.298060
shape_49-1,72,-97.900350,22.299370
shape_49-1,73,-97.899680,22.299940
shape_49-1,74,-97.899000,22.299300
shape_49-1,75,-97.899690,22.298720
shape_15-1,0,-97.837470,22.247950
shape_15-1,1,-97.841300,22.250020
shape_15-1,2,-97.839960,22.252140
shape_15-1,3,-97.845340,22.255010
shape_15-1,4,-97.844800,22.255900
shape_15-1,5,-97.843320,22.257160
shape_15-1,6,-97.844170,22.258020
shape_15-1,7,-97.844560,22.258590
shape_15-1,8,-97.850440,22.261670
shape_15-1,9,-97.852120,22.262110
shape_15-1,10,-97.851830,22.262860
shape_15-1,11,-97.858010,22.264850
shape_15-1,12,-97.856130,22.269770
shape_15-1,13,-97.858180,22.270460
shape_15-1,14,-97.856430,22.274980
shape_15-1,15,-97.856050,22.275360
shape_15-1,16,-97.855290,22.274700
shape_15-1,17,-97.855120,22.275070
shape_15-1,18,-97.856290,22.276750
shape_15-1,19,-97.859470,22.278410
shape_15-1,20,-97.862590,22.281090
shape_15-1,21,-97.864430,22.283370
shape_15-1,22,-97.866230,22.285280
shape_15-1,23,-97.868740,22.286990
shape_15-1,24,-97.869870,22.287790
shape_15-1,25,-97.871110,22.288950
shape_15-1,26,-97.872230,22.290200
shape_15-1,27,-97.873340,22.291350
shape_15-1,28,-97.879610,22.301300
shape_15-1,29,-97.885000,22.301290
shape_15-1,30,-97.888730,22.303300
shape_15-1,31,-97.888230,22.306390
shape_15-1,32,-97.887500,22.309870
shape_15-1,33,-97.886720,22.313460
shape_15-1,34,-97.886280,22.315420
shape_15-1,35,-97.885470,22.317340
shape_15-1,36,-97.882470,22.317270
shape_15-1,37,-97.882670,22.323100
shape_15-1,38,-97.886850,22.323580
shape_15-1,39,-97.888870,22.318660
shape_15-1,40,-97.882520,22.319260
shape_15-1,41,-97.882520,22.319260
shape_15-1,42,-97.888870,22.318660
shape_15-1,43,-97.886850,22.323580
shape_15-1,44,-97.882670,22.323100
shape_15-1,45,-97.882520,22.317880
shape_15-1,46,-97.885650,22.317820
shape_15-1,47,-97.885740,22.317270
shape_15-1,48,-97.886280,22.315420
shape_15-1,49,-97.886720,22.313460
shape_15-1,50,-97.887500,22.309870
shape_15-1,51,-97.888230,22.306390
shape_15-1,52,-97.888730,22.303300
shape_15-1,53,-97.885000,22.301290
shape_15-1,54,-97.879610,22.301300
shape_15-1,55,-97.873340,22.291350
shape_15-1,56,-97.872230,22.290200
shape_15-1,57,-97.871110,22.288950
shape_15-1,58,-97.869870,22.287790
shape_15-1,59,-97.868740,22.286990
shape_15-1,60,-97.866230,22.285280
shape_15-1,61,-97.864430,22.283370
shape_15-1,62,-97.862590,22.281090
shape_15-1,63,-97.859470,22.278410
shape_15-1,64,-97.858470,22.277360
shape_15-1,65,-97.857050,22.276150
shape_15-1,66,-97.856380,22.275560
shape_15-1,67,-97.856530,22.275000
shape_15-1,68,-97.858180,22.270460
shape_15-1,69,-97.856130,22.269770
shape_15-1,70,-97.858010,22.264850
shape_15-1,71,-97.851830,22.262860
shape_15-1,72,-97.852120,22.262110
shape_15-1,73,-97.850440,22.261670
shape_15-1,74,-97.844560,22.258590
shape_15-1,75,-97.844170,22.258020
shape_15-1,76,-97.843320,22.257160
shape_15-1,77,-97.844800,22.255900
shape_15-1,78,-97.845340,22.255010
shape_15-1,79,-97.839180,22.251760
shape_15-1,80,-97.840100,22.250300
shape_15-1,81,-97.837070,22.248680
shape_78-1,0,-97.857620,22.304930
shape_78-1,1,-97.861560,22.303540
shape_78-1,2,-97.863180,22.307320
shape_78-1,3,-97.863760,22.307090
shape_78-1,4,-97.869040,22.307200
shape_78-1,5,-97.868870,22.310680
shape_78-1,6,-97.875180,22.310970
shape_78-1,7,-97.880420,22.310560
shape_78-1,8,-97.881810,22.305670
shape_78-1,9,-97.881250,22.303890
shape_78-1,10,-97.873420,22.291220
shape_78-1,11,-97.872990,22.289080
shape_78-1,12,-97.873700,22.285660
shape_78-1,13,-97.873870,22.284410
shape_78-1,14,-97.872970,22.282190
shape_78-1,15,-97.873120,22.278470
shape_78-1,16,-97.874710,22.272890
shape_78-1,17,-97.873760,22.270060
shape_78-1,18,-97.873760,22.267040
shape_78-1,19,-97.875420,22.262830
shape_78-1,20,-97.876510,22.257860
shape_78-1,21,-97.876490,22.256290
shape_78-1,22,-97.876170,22.253790
shape_78-1,23,-97.873960,22.247950
shape_78-1,24,-97.871530,22.243330
shape_78-1,25,-97.867580,22.234210
shape_78-1,26,-97.864820,22.226860
shape_78-1,27,-97.863610,22.223900
shape_78-1,28,-97.863340,22.222170
shape_78-1,29,-97.863250,22.220660
shape_78-1,30,-97.862690,22.219430
shape_78-1,31,-97.859260,22.217940
shape_78-1,32,-97.860070,22.216370
shape_78-1,33,-97.859180,22.215950
shape_78-1,34,-97.859190,22.215990
shape_78-1,35,-97.857970,22.218400
shape_78-1,36,-97.859820,22.219150
shape_78-1,37,-97.862330,22.220240
shape_78-1,38,-97.863250,22.220660
shape_78-1,39,-97.863340,22.222170
shape_78-1,40,-97.863610,22.223900
shape_78-1,41,-97.864820,22.226860
shape_78-1,42,-97.867580,22.234210
shape_78-1,43,-97.871530,22.243330
shape_78-1,44,-97.873960,22.247950
shape_78-1,45,-97.876170,22.253790
shape_78-1,46,-97.876490,22.256290
shape_78-1,47,-97.876510,22.257860
shape_78-1,48,-97.875420,22.262830
shape_78-1,49,-97.873760,22.267040
shape_78-1,50,-97.873760,22.270060
shape_78-1,51,-97.874710,22.272890
shape_78-1,52,-97.873120,22.278470
shape_78-1,53,-97.872970,22.282190
shape_78-1,54,-97.873870,22.284410
shape_78-1,55,-97.873700,22.285660
shape_78-1,56,-97.872990,22.289080
shape_78-1,57,-97.873420,22.291220
shape_78-1,58,-97.881250,22.303890
shape_78-1,59,-97.881810,22.305670
shape_78-1,60,-97.881110,22.308590
shape_78-1,61,-97.873820,22.309040
shape_78-1,62,-97.869000,22.308770
shape_78-1,63,-97.869040,22.307200
shape_78-1,64,-97.863760,22.307090
shape_78-1,65,-97.863180,22.307320
shape_78-1,66,-97.861560,22.303570
shape_78-1,67,-97.857660,22.304920
shape_6-1,0,-97.880640,22.322080
shape_6-1,1,-97.880650,22.323260
shape_6-1,2,-97.882680,22.323080
shape_6-1,3,-97.882060,22.308450
shape_6-1,4,-97.880950,22.308610
shape_6-1,5,-97.879760,22.312350
shape_6-1,6,-97.877250,22.312520
shape_6-1,7,-97.877090,22.308820
shape_6-1,8,-97.873850,22.309020
shape_6-1,9,-97.872870,22.308920
shape_6-1,10,-97.871990,22.308940
shape_6-1,11,-97.868960,22.308730
shape_6-1,12,-97.869140,22.305230
shape_6-1,13,-97.869040,22.303330
shape_6-1,14,-97.864280,22.302560
shape_6-1,15,-97.857650,22.304940
shape_6-1,16,-97.852500,22.292570
shape_6-1,17,-97.852950,22.292110
shape_6-1,18,-97.841920,22.265470
shape_6-1,19,-97.842370,22.264590
shape_6-1,20,-97.841580,22.263720
shape_6-1,21,-97.842970,22.260270
shape_6-1,22,-97.844650,22.257310
shape_6-1,23,-97.847030,22.254010
shape_6-1,24,-97.841600,22.251120
shape_6-1,25,-97.840740,22.252560
shape_6-1,26,-97.840350,22.253000
shape_6-1,27,-97.839670,22.253540
shape_6-1,28,-97.835800,22.249610
shape_6-1,29,-97.836050,22.249090
shape_6-1,30,-97.846510,22.254690
shape_6-1,31,-97.846510,22.254690
shape_6-1,32,-97.836050,22.249090
shape_6-1,33,-97.835800,22.249610
shape_6-1,34,-97.839670,22.253540
shape_6-1,35,-97.840350,22.253000
shape_6-1,36,-97.840740,22.252560
shape_6-1,37,-97.841600,22.251120
shape_6-1,38,-97.847030,22.254010
shape_6-1,39,-97.844650,22.257310
shape_6-1,40,-97.842970,22.260270
shape_6-1,41,-97.841580,22.263720
shape_6-1,42,-97.841600,22.264040
shape_6-1,43,-97.841500,22.264370
shape_6-1,44,-97.841920,22.265470
shape_6-1,45,-97.852950,22.292110
shape_6-1,46,-97.852500,22.292570
shape_6-1,47,-97.857650,22.304940
shape_6-1,48,-97.864280,22.302560
shape_6-1,49,-97.869040,22.303330
shape_6-1,50,-97.869140,22.305230
shape_6-1,51,-97.868960,22.308730
shape_6-1,52,-97.868920,22.310720
shape_6-1,53,-97.873630,22.310920
shape_6-1,54,-97.877150,22.310820
shape_6-1,55,-97.880370,22.310620
shape_6-1,56,-97.879760,22.312350
shape_6-1,57,-97.878850,22.316040
shape_6-1,58,-97.880320,22.315960
shape_6-1,59,-97.882430,22.315720
shape_6-1,60,-97.882680,22.323080
shape_6-1,61,-97.880650,22.323160
shape_6-1,62,-97.880670,22.322130
shape_3-1,0,-97.884040,22.336740
shape_3-1,1,-97.883250,22.338010
shape_3-1,2,-97.883530,22.338070
shape_3-1,3,-97.884920,22.338230
shape_3-1,4,-97.885180,22.338090
shape_3-1,5,-97.886680,22.335770
shape_3-1,6,-97.886530,22.335510
shape_3-1,7,-97.885010,22.335390
shape_3-1,8,-97.884160,22.336730
shape_3-1,9,-97.882990,22.335030
shape_3-1,10,-97.881560,22.335820
shape_3-1,11,-97.879730,22.336720
shape_3-1,12,-97.877000,22.337510
shape_3-1,13,-97.875090,22.337770
shape_3-1,14,-97.874020,22.337280
shape_3-1,15,-97.873360,22.336580
shape_3-1,16,-97.873330,22.333840
shape_3-1,17,-97.874020,22.331210
shape_3-1,18,-97.873720,22.331310
shape_3-1,19,-97.872520,22.327350
shape_3-1,20,-97.872130,22.326340
shape_3-1,21,-97.870030,22.323540
shape_3-1,22,-97.868440,22.316710
shape_3-1,23,-97.868600,22.314140
shape_3-1,24,-97.868840,22.310220
shape_3-1,25,-97.864110,22.310230
shape_3-1,26,-97.863780,22.308330
shape_3-1,27,-97.863900,22.307850
shape_3-1,28,-97.863600,22.306010
shape_3-1,29,-97.862470,22.303210
shape_3-1,30,-97.857580,22.304970
shape_3-1,31,-97.855010,22.298590
shape_3-1,32,-97.852500,22.292530
shape_3-1,33,-97.850330,22.286910
shape_3-1,34,-97.847930,22.281120
shape_3-1,35,-97.845260,22.274310
shape_3-1,36,-97.843250,22.269610
shape_3-1,37,-97.843510,22.269490
shape_3-1,38,-97.841310,22.264040
shape_3-1,39,-97.841710,22.263800
shape_3-1,40,-97.842920,22.260330
shape_3-1,41,-97.843130,22.259770
shape_3-1,42,-97.843720,22.258850
shape_3-1,43,-97.838400,22.253470
shape_3-1,44,-97.839120,22.252910
shape_3-1,45,-97.837270,22.251090
shape_3-1,46,-97.838080,22.250250
shape_3-1,47,-97.838570,22.249450
shape_3-1,48,-97.837770,22.249040
shape_3-1,49,-97.837350,22.249780
shape_3-1,50,-97.836680,22.250470
shape_3-1,51,-97.836090,22.249870
shape_3-1,52,-97.835780,22.249600
shape_3-1,53,-97.835600,22.249640
shape_3-1,54,-97.835440,22.249560
shape_3-1,55,-97.835330,22.249440
shape_3-1,56,-97.835230,22.249510
shape_3-1,57,-97.835540,22.250280
shape_3-1,58,-97.835790,22.250830
shape_3-1,59,-97.835920,22.250930
shape_3-1,60,-97.838400,22.253470
shape_3-1,61,-97.836620,22.251650
shape_3-1,62,-97.835920,22.250930
shape_3-1,63,-97.835800,22.250830
shape_3-1,64,-97.835540,22.250280
shape_3-1,65,-97.835240,22.249520
shape_3-1,66,-97.835350,22.249430
shape_3-1,67,-97.835470,22.249580
shape_3-1,68,-97.835610,22.249640
shape_3-1,69,-97.835700,22.249630
shape_3-1,70,-97.835780,22.249600
shape_3-1,71,-97.836090,22.249870
shape_3-1,72,-97.836680,22.250470
shape_3-1,73,-97.836020,22.251030
shape_3-1,74,-97.836650,22.251640
shape_3-1,75,-97.840140,22.255240
shape_3-1,76,-97.841960,22.257090
shape_3-1,77,-97.843720,22.258850
shape_3-1,78,-97.843130,22.259770
shape_3-1,79,-97.842920,22.260330
shape_3-1,80,-97.841600,22.263840
shape_3-1,81,-97.841200,22.263580
shape_3-1,82,-97.843340,22.268840
shape_3-1,83,-97.845530,22.274400
shape_3-1,84,-97.848620,22.281710
shape_3-1,85,-97.850850,22.287150
shape_3-1,86,-97.852950,22.292220
shape_3-1,87,-97.852500,22.292530
shape_3-1,88,-97.854970,22.298510
shape_3-1,89,-97.857580,22.304970
shape_3-1,90,-97.862470,22.303210
shape_3-1,91,-97.863600,22.306010
shape_3-1,92,-97.863900,22.307850
shape_3-1,93,-97.863780,22.308330
shape_3-1,94,-97.864110,22.310230
shape_3-1,95,-97.868840,22.310220
shape_3-1,96,-97.868600,22.314140
shape_3-1,97,-97.868440,22.316710
shape_3-1,98,-97.869210,22.319990
shape_3-1,99,-97.870030,22.323540
shape_3-1,100,-97.872130,22.326340
shape_3-1,101,-97.872520,22.327350
shape_3-1,102,-97.873720,22.331310
shape_3-1,103,-97.874020,22.331210
shape_3-1,104,-97.873330,22.333840
shape_3-1,105,-97.873360,22.336580
shape_3-1,106,-97.874020,22.337280
shape_3-1,107,-97.875090,22.337770
shape_3-1,108,-97.877000,22.337510
shape_3-1,109,-97.879730,22.336720
shape_3-1,110,-97.881560,22.335820
shape_3-1,111,-97.882990,22.335030
shape_3-1,112,-97.884160,22.336730
shape_3-1,113,-97.885010,22.335390
shape_3-1,114,-97.886530,22.335510
shape_3-1,115,-97.886680,22.335770
shape_3-1,116,-97.885180,22.338090
shape_3-1,117,-97.884920,22.338230
shape_3-1,118,-97.883530,22.338070
shape_3-1,119,-97.883250,22.338010
shape_39-1,0,-97.796470,22.278410
shape_39-1,1,-97.794180,22.275420
shape_39-1,2,-97.794300,22.275210
shape_39-1,3,-97.794820,22.274970
shape_39-1,4,-97.799690,22.274270
shape_39-1,5,-97.801320,22.273910
shape_39-1,6,-97.807550,22.270670
shape_39-1,7,-97.814050,22.267350
shape_39-1,8,-97.820910,22.261600
shape_39-1,9,-97.827110,22.267970
shape_39-1,10,-97.833630,22.274690
shape_39-1,11,-97.834230,22.276610
shape_39-1,12,-97.833540,22.276700
shape_39-1,13,-97.833650,22.277090
shape_39-1,14,-97.841620,22.276920
shape_39-1,15,-97.843560,22.276710
shape_39-1,16,-97.844510,22.276250
shape_39-1,17,-97.845510,22.275110
shape_39-1,18,-97.845780,22.274980
shape_39-1,19,-97.845550,22.274380
shape_39-1,20,-97.847630,22.269380
shape_39-1,21,-97.849730,22.263560
shape_39-1,22,-97.852310,22.256950
shape_39-1,23,-97.854370,22.251350
shape_39-1,24,-97.854900,22.250510
shape_39-1,25,-97.854670,22.248070
shape_39-1,26,-97.855140,22.247000
shape_39-1,27,-97.855440,22.243210
shape_39-1,28,-97.854920,22.242030
shape_39-1,29,-97.853890,22.240210
shape_39-1,30,-97.853570,22.239020
shape_39-1,31,-97.853100,22.238340
shape_39-1,32,-97.852200,22.237740
shape_39-1,33,-97.850630,22.237330
shape_39-1,34,-97.849800,22.236970
shape_39-1,35,-97.849490,22.236570
shape_39-1,36,-97.848340,22.233260
shape_39-1,37,-97.846640,22.230630
shape_39-1,38,-97.846640,22.229860
shape_39-1,39,-97.846880,22.228980
shape_39-1,40,-97.849130,22.225030
shape_39-1,41,-97.851370,22.220900
shape_39-1,42,-97.854240,22.215560
shape_39-1,43,-97.855850,22.212400
shape_39-1,44,-97.855460,22.213170
shape_39-1,45,-97.855880,22.212450
shape_39-1,46,-97.854940,22.212260
shape_39-1,47,-97.852420,22.216820
shape_39-1,48,-97.853340,22.217290
shape_39-1,49,-97.851640,22.220300
shape_39-1,50,-97.849390,22.224240
shape_39-1,51,-97.846880,22.228980
shape_39-1,52,-97.846600,22.229840
shape_39-1,53,-97.846640,22.230630
shape_39-1,54,-97.848230,22.233390
shape_39-1,55,-97.849410,22.236610
shape_39-1,56,-97.849770,22.237070
shape_39-1,57,-97.850290,22.237370
shape_39-1,58,-97.852240,22.237940
shape_39-1,59,-97.852910,22.238460
shape_39-1,60,-97.853400,22.239150
shape_39-1,61,-97.853720,22.240090
shape_39-1,62,-97.854240,22.241060
shape_39-1,63,-97.854920,22.242030
shape_39-1,64,-97.855440,22.243210
shape_39-1,65,-97.855140,22.247000
shape_39-1,66,-97.854560,22.247970
shape_39-1,67,-97.854880,22.250470
shape_39-1,68,-97.854370,22.251350
shape_39-1,69,-97.853400,22.254050
shape_39-1,70,-97.852310,22.256950
shape_39-1,71,-97.850980,22.260270
shape_39-1,72,-97.849820,22.263520
shape_39-1,73,-97.847630,22.269600
shape_39-1,74,-97.845550,22.274380
shape_39-1,75,-97.845780,22.274980
shape_39-1,76,-97.845510,22.275110
shape_39-1,77,-97.844510,22.276250
shape_39-1,78,-97.843560,22.276710
shape_39-1,79,-97.842690,22.276860
shape_39-1,80,-97.841580,22.276880
shape_39-1,81,-97.833650,22.277090
shape_39-1,82,-97.833540,22.276700
shape_39-1,83,-97.834230,22.276610
shape_39-1,84,-97.833630,22.274690
shape_39-1,85,-97.827070,22.268050
shape_39-1,86,-97.820910,22.261600
shape_39-1,87,-97.814050,22.267350
shape_39-1,88,-97.807550,22.270670
shape_39-1,89,-97.801320,22.273910
shape_39-1,90,-97.799690,22.274270
shape_39-1,91,-97.794820,22.274970
shape_39-1,92,-97.794260,22.275100
shape_39-1,93,-97.794070,22.275200
shape_39-1,94,-97.793880,22.275260
shape_39-1,95,-97.793920,22.275440
shape_39-1,96,-97.794160,22.275560
shape_39-1,97,-97.796580,22.278510
shape_48-1,0,-97.849840,22.329000
shape_48-1,1,-97.849990,22.328830
shape_48-1,2,-97.849890,22.328170
shape_48-1,3,-97.849080,22.325430
shape_48-1,4,-97.850870,22.324320
shape_48-1,5,-97.853800,22.322870
shape_48-1,6,-97.850030,22.314850
shape_48-1,7,-97.851270,22.313910
shape_48-1,8,-97.849360,22.308190
shape_48-1,9,-97.857680,22.305080
shape_48-1,10,-97.856420,22.301980
shape_48-1,11,-97.854980,22.298630
shape_48-1,12,-97.852510,22.292580
shape_48-1,13,-97.850960,22.288890
shape_48-1,14,-97.850410,22.287160
shape_48-1,15,-97.845440,22.274990
shape_48-1,16,-97.845260,22.274610
shape_48-1,17,-97.845550,22.274460
shape_48-1,18,-97.849820,22.263450
shape_48-1,19,-97.852920,22.255400
shape_48-1,20,-97.854220,22.251810
shape_48-1,21,-97.854570,22.251020
shape_48-1,22,-97.854880,22.250550
shape_48-1,23,-97.854600,22.248160
shape_48-1,24,-97.855160,22.247200
shape_48-1,25,-97.855370,22.242910
shape_48-1,26,-97.855010,22.242170
shape_48-1,27,-97.853970,22.240610
shape_48-1,28,-97.853400,22.238930
shape_48-1,29,-97.852900,22.238320
shape_48-1,30,-97.852010,22.237730
shape_48-1,31,-97.849770,22.237030
shape_48-1,32,-97.848730,22.234870
shape_48-1,33,-97.848270,22.233360
shape_48-1,34,-97.846670,22.230620
shape_48-1,35,-97.846580,22.229750
shape_48-1,36,-97.856030,22.212070
shape_48-1,37,-97.857770,22.212700
shape_48-1,38,-97.857770,22.212690
shape_48-1,39,-97.857100,22.214070
shape_48-1,40,-97.854640,22.212890
shape_48-1,41,-97.852420,22.216800
shape_48-1,42,-97.853290,22.217270
shape_48-1,43,-97.846580,22.229750
shape_48-1,44,-97.846670,22.230620
shape_48-1,45,-97.848270,22.233360
shape_48-1,46,-97.848730,22.234870
shape_48-1,47,-97.849770,22.237030
shape_48-1,48,-97.852010,22.237730
shape_48-1,49,-97.852900,22.238320
shape_48-1,50,-97.853400,22.238930
shape_48-1,51,-97.853970,22.240610
shape_48-1,52,-97.855010,22.242170
shape_48-1,53,-97.855370,22.242910
shape_48-1,54,-97.855160,22.247200
shape_48-1,55,-97.854600,22.248160
shape_48-1,56,-97.854880,22.250550
shape_48-1,57,-97.854570,22.251020
shape_48-1,58,-97.854220,22.251810
shape_48-1,59,-97.852920,22.255400
shape_48-1,60,-97.849820,22.263450
shape_48-1,61,-97.845550,22.274460
shape_48-1,62,-97.845260,22.274610
shape_48-1,63,-97.845440,22.274990
shape_48-1,64,-97.850410,22.287160
shape_48-1,65,-97.850960,22.288890
shape_48-1,66,-97.852510,22.292580
shape_48-1,67,-97.854980,22.298630
shape_48-1,68,-97.856420,22.301980
shape_48-1,69,-97.857680,22.305080
shape_48-1,70,-97.849360,22.308190
shape_48-1,71,-97.851270,22.313910
shape_48-1,72,-97.850030,22.314850
shape_48-1,73,-97.853800,22.322870
shape_48-1,74,-97.850870,22.324320
shape_48-1,75,-97.849080,22.325430
shape_48-1,76,-97.849890,22.328170
shape_48-1,77,-97.849990,22.328830
shape_22-1,0,-97.864130,22.330740
shape_22-1,1,-97.860650,22.322220
shape_22-1,2,-97.860400,22.321850
shape_22-1,3,-97.860570,22.321570
shape_22-1,4,-97.860790,22.321370
shape_22-1,5,-97.857360,22.311230
shape_22-1,6,-97.857070,22.311330
